id,name,관련학과,관련자격
304,백댄서(백업댄서),무용과무용학과,
10001,3D 프린팅 전문가,컴퓨터공학과재료공학과기계공학과,"3D프린터운용기능사,3D프린터개발산업기사"
173,조리사 및 주방장,외식조리과식품영양학과식품영양과식품영양학과식품조리과외식조리과전통조리과조리과학과호텔조리과,"한식조리기능사,양식조리기능사,일식조리기능사,조리기능장,중식조리기능사,복어조리기능사,한식조리산업기사,중식조리산업기사,일식조리산업기사,양식조리산업기사,복어조리산업기사"
1088,스포츠에이전트,체육학과사회체육학과스포츠건강관리학과법학과경제학과경영학과,
47,타이어 및 고무제품 생산직,기계과화학공업과화학과,
416,피부관리사,피부미용과,미용사(피부)
305,보석디자이너,공예디자인학과공예학과금속공예학과,
10002,홀로그램 전문가,그래픽디자인과전자공학과물리학과컴퓨터공학과시각디자인학과,
174,가축사육자,축산학과농수산과농업경제학과농업교육과축산과축산학과,"가축인공수정사,축산기능사,축산기사,축산기술사,축산산업기사"
1089,자연계중등학교교사,물리교육과가정교육과지구과학교육과교육학과화학교육과수학교육과,정교사
48,공작기계조작원,기계공학과기계설계공학과기계과,"컴퓨터응용밀링기능사,컴퓨터응용선반기능사"
417,학원강사,미술교육과미술학과수학과수학교육과식품영양학과식품조리과영어교육과영어학과,정교사
306,분장사,미용과피부미용과,미용사(메이크업)
10003,UX 디자인 컨설턴트,시각디자인학과산업디자인학과심리학과사회학과,
175,한복사,섬유디자인학과패션산업과패션디자인학과의류ㆍ의상학과,"한복기능사,한복기능장"
1090,콘크리트공,,"콘크리트기능사,콘크리트기사,콘크리트산업기사"
49,광원 및 채석원,,"광산보안기능사,광산보안기사,광산보안산업기사,화약류관리기사,화약류관리기술사,화약류관리산업기사,화약취급기능사"
418,비행기승무원,항공서비스과항공서비스학과,
309,비디오저널리스트(VJ),신문방송학과,
10004,도시 재생 전문가,행정학과도시계획학과도시공학과건축학과건축공학과토목공학과,"도시계획기사,도시계획기술사,건축기사,건축사,농어촌개발컨설턴트"
176,선장 및 항해사,해양공학과해양시스템학과메카트로닉스공학과항해학과기계공학과기계과항해학과,"기관사,소형선박조종사,운항사,통신사,항해사,해양기술사"
1092,GIS전문가,스마트정보과지적학과지질학과인터넷정보학과지구정보공학과정보통신공학과지리학과,"지적기술사,지적기사,지적산업기사,지적기능사,지질및지반기술사,측량및지형공간정보기술사,측량및지형공간정보기사,측량및지형공간정보산업기사,도화기능사,지도제작기능사"
50,제화원,,신발제조기능사
419,홍보도우미,모델과이벤트연출과,
310,사진작가,사진영상학과,사진기능사
10005,스마트 도시 전문가,도시계획학과도시공학과,"도시계획기술사,도시계획기사,교통기술사,교통기사,교통산업기사,도로및공항기술사"
177,푸드스타일리스트,외식조리과호텔조리과식품영양과식품영양학과식품조리과외식조리과푸드스타일링과,"제과기능사,제빵기능사"
1093,가상현실전문가,컴퓨터공학과컴퓨터과학과컴퓨터디자인학과컴퓨터응용기계과컴퓨터소프트웨어과,"시각디자인기사,시각디자인산업기사,정보처리기사,컴퓨터그래픽스운용기능사"
52,금속가공장치조작원,재료공학과금속공학과제철금속과재료과신소재공학과신소재응용과,"제강기능사,제강기능장,제선기능사,제선기능장"
421,스포츠강사,체육학과체육교육과레크리에이션과사회체육과사회체육학과,스포츠지도사
311,사진인화 및 현상관련조작원,방송영상과사진영상학과,사진기능사
10006,곤충 음식 개발자·조리사,식품영양학과농수산과,"양식조리기능사,식품기사,식품산업기사"
178,쇼핑호스트,국어국문학과미디어영상학과미디어학과방송영상과사회학과광고홍보학과언론홍보학과연극영화과연극영화학과방송연예과,
1096,웹프로듀서,산업디자인학과영상콘텐츠과정보통신공학과멀티미디어학과컴퓨터공학과시각디자인과정보통신과산업디자인과멀티미디어과시각디자인학과,
53,금속공학기술자,재료공학과신소재공학과제철금속과금속공학과,"금속가공기술사,금속재료기사,금속재료기능장,금속재료기술사,금속재료산업기사,금속재료시험기능사,열처리기능사,원형기능사,주조기능사,주조기능장,주조산업기사,자동화설비산업기사,자동화설비기능사,자기비파괴검사기능사,자기비파괴검사기사,자기비파괴검사산업기사,화공기사,화공기술사,기계조립산업기사,전기기사,전기산업기사,정밀측정산업기사,초음파비파괴검사기사,초음파비파괴검사산업기사"
426,택시운전기사,,자동차운전면허
313,성악가,성악과,
10007,정밀 농업기술자,농수산과생물학과생물산업기계공학과식물자원학과,"농기계정비기능사,농업기계기사,농업기계산업기사,유기농업기사,유기농업산업기사,유기농업기능사,원예기능사,시설원예기술사,시설원예기사"
179,체형관리사,사회체육학과체육학과식품영양학과외식조리과조리과학과사회체육과식품영양과,"스포츠지도사,영양사"
1097,프로게이머,게임공학과게임콘텐츠과,
54,금형원,기계공학과신소재공학과금속공학과안경광학과금형설계과제어계측공학과기계과,"금형기능사,금형기술사,금형기능장,사출금형산업기사,사출금형기사,프레스금형산업기사,프레스금형기사"
427,웨딩플래너,패션디자인과미용과이벤트연출과,
314,스턴트맨,방송연예과연극영화과연극영화학과영화과,
10008,스마트 팜 구축가,농수산과생명공학과,
180,바리스타,제과제빵과외식조리과식품조리과,
1100,군무원,,
56,기계공학 기술자ㆍ연구원,자동차공학과기계설계공학과기계공학과조선공학과항공우주공학과,"건설기계설비기사,건설기계기술사,건설기계설비산업기사,기계기술사,기계설계산업기사,농업기계기사,농업기계산업기사,전산응용기계제도기능사,기계설계기사"
428,호스피스전문간호사,간호학과,간호사
316,플로리스트,원예과원예학과,"화훼장식기능사,화훼장식기사"
10009,스마트 의류 개발자,패션산업과패션디자인학과전기전자공학과섬유공학과,"섬유기사,섬유산업기사,의류기사"
182,농업기술자,농수산과,"농업기계기사,농업기계산업기사,농화학기술사,유기농업기사,종자기능사,종자기사,종자기술사,종자산업기사,축산기능사,축산기사,축산기술사,축산산업기사,유기농업산업기사,유기농업기능사"
1101,신용관련추심원,,신용관리사
57,섬유공학기술자,섬유공학과재료공학과의류ㆍ의상학과신소재응용과신소재공학과,"섬유기사,섬유기술사,섬유디자인산업기사,섬유산업기사,의류기사,의류기술사"
429,통신엔지니어,정보통신공학과,"무선설비기사,전파전자통신기사,정보통신기사,정보통신기술사,RFID기술자격검정"
317,연주가,관현악과기악과성악과음악과음악학과작곡과피아노학과,
10010,원격진료 코디네이터,간호학과약학부의예과의료정보공학과의료정보시스템과보건행정과보건행정학과,"간호사,전문간호사,국제의료관광코디네이터,병원행정사"
183,곡식작물재배자,농수산과식물자원학과,"농기계운전기능사,농기계정비기능사,농업기계기사,농업기계산업기사"
1102,장학사,영어교육과교육학과교육공학과일반사회교육과화학교육과국어교육과수학교육과윤리교육과독일어교육과불어교육과역사교육과지리교육과한문교육과물리교육과과학교육과지구과학교육과생물교육과미술교육과,
58,냉동기사,냉동공조공학과,"공조냉동기계기능사,공조냉동기계기사,공조냉동기계기술사,공조냉동기계산업기사"
430,네트워크엔지니어,인터넷정보학과정보통신과컴퓨터소프트웨어과컴퓨터과학과컴퓨터공학과정보통신공학과소프트웨어공학과컴퓨터응용기계과,"전자계산기기능사,전자계산기기사,전자계산기제어산업기사,정보관리기술사,정보처리산업기사,정보처리기사,정보통신산업기사,정보통신기사,컴퓨터시스템응용기술사"
318,악기제조원,,"피아노조율기능사,피아노조율산업기사"
10011,노년 플래너,건강관리과사회복지학과노인복지학과노인보건복지과건강관리학과사회복지상담과,"건강운동관리사,사회복지사,의료사회복지사"
186,동물조련사,반려동물과바이오동물과,"가축인공수정사,수의사,축산기능사,축산기사,축산기술사,축산산업기사"
1103,교육학연구원,교육학과교육공학과,
59,녹음기사,방송제작과음향제작과방송영상과영상제작과,
431,데이터베이스관리자,전자공학과전기전자공학과정보통신과정보통신공학과컴퓨터공학과컴퓨터응용기계과,"전자계산기기능사,전자계산기기사,전자계산기제어산업기사,전자계산기조직응용기사,정보관리기술사,정보처리기능사,정보처리산업기사,정보처리기사,컴퓨터시스템응용기술사,SQL,데이터아키텍처,리눅스마스터,데이터분석"
319,반려동물미용사,반려동물과,반려견스타일리스트
10012,헬스 케어 컨설턴트,건강관리과건강관리학과레저스포츠과스포츠재활과스포츠지도과스포츠지도학과물리치료학과물리치료과,"건강운동관리사,영양사,간호사"
187,양식원,,"수산양식기사,수산양식기술사,수산양식산업기사,어업기술사,어로산업기사,어업생산관리기사,수산양식기능사"
1104,철학연구원,철학과,
61,대기환경기술자,환경과학과대기과학과환경공학과환경보건학과,"대기관리기술사,대기환경기사,대기환경산업기사"
435,정보보호전문가,스마트정보과정보통신공학과정보보호학과컴퓨터공학과인터넷정보학과컴퓨터보안과,"정보처리기사,정보보안기사,정보시스템감리사,정보시스템감사사(CISA),정보관리기술사"
320,연극연출가,연극영화과연극영화학과,
10013,노인 전문 간호사,간호학과노인보건복지과간호과응급구조과응급구조학과,전문간호사
189,연근해 어부 및 해녀,,"어업기술사,어로산업기사,어업생산관리기사,잠수기능사,잠수산업기사"
1105,행정학연구원,행정학과경찰행정학과보건행정학과,
63,도배원,,도배기능사
440,시스템엔지니어,시스템경영공학과컴퓨터응용기계과스마트정보과시스템공학과컴퓨터공학과,"전자계산기기능사,전자계산기기사,전자계산기제어산업기사,전자계산기조직응용기사,정보관리기술사,정보처리산업기사,정보처리기사,컴퓨터시스템응용기술사,SQL,리눅스마스터,데이터아키텍처"
321,연예인매니저,경영학과방송연예과신문방송학과연극영화과연극영화학과연예매니지먼트과,
10014,의료 기기 개발 전문가,로봇공학과메카트로닉스공학과전기전자공학과전자공학과광학공학과기계공학과의료정보공학과의용공학과기계설계공학과정보통신공학과정보통신과소프트웨어공학과,"전문간호사,의료전자기능사,전자캐드기능사,광학기능사"
190,유제품제조원,식품영양학과식품가공과식품조리과,"식품가공기능사,식품산업기사"
1106,학습지방문교사,,
64,도자기제조원,공예학과도자기공예과공예과공예디자인학과도자기공예학과,도자공예기능사
441,애니메이터,만화애니메이션학과애니메이션과,
322,영화감독,연극영화과연극영화학과영화과,
10015,스포츠 심리 상담원,스포츠재활과체육학과심리학과스포츠건강관리학과,"스포츠경영관리사,건강운동관리사,물리치료사"
192,조경원,조경과조경학과환경디자인과환경디자인학과환경조각학과,"조경기능사,조경기사,조경기술사,조경산업기사,조경수조성관리사"
1107,안마사,,안마사
65,건물도장원,건축과토목과도시건설과건축공학과,건축도장기능사
443,웹디자이너,멀티미디어과산업디자인과시각디자인과산업디자인학과멀티미디어학과그래픽디자인과시각디자인학과,"웹디자인기능사,컴퓨터그래픽스운용기능사"
323,영화기획자,연극영화과연극영화학과,
10016,여행 기획자,관광경영학과관광경영과문화관광과관광통역과항공여행과,"국내여행안내사,국외여행인솔자,관광통역안내사"
193,조경기술자,조경과조경학과,"조경기능사,조경기사,조경기술사,조경산업기사,조경수조성관리사"
1108,위생사,보건환경과환경시스템과,위생사
66,로봇연구원,기계공학과제어계측공학과,
444,웹마스터,컴퓨터공학과전기전자공학과전자공학과,"웹디자인기능사,정보처리기능사,정보처리기사,정보처리산업기사,오라클공인전문가제도(OCP),오라클 자격인증제도,리눅스마스터,SQL,정보기술프로젝트관리전문가(IT-PMP)"
325,이미지컨설턴트,심리학과경영학과미술학과,
10017,해양 레저 전문가,레저스포츠학과해양스포츠학과체육학과해양경찰학과해양경찰과산업잠수과,"수상구조사,스포츠경영관리사,잠수기능사,잠수산업기사,스포츠지도사"
195,해양수산기술자,해양시스템학과해양공학과해양자원학과,"수산양식기능사,수산양식기사,수산양식기술사,수산양식산업기사,수산제조기사,수산제조기술사,식품산업기사,어업기술사,어로산업기사,어업생산관리기사"
1109,서예가,미술학과회화학과동양화과,
68,목공,,"거푸집기능사,건축목공기능사,건축목공산업기사,건축목재시공기능장,국가유산수리기능자"
450,IT컨설턴트,인터넷정보학과정보통신과정보통신공학과경영정보과경영학과스마트정보과정보보호학과,"정보관리기술사,정보처리기능사,정보처리산업기사,정보처리기사,정보통신산업기사,정보통신기사,정보통신기술사,전자계산기조직응용기사,정보시스템감사사(CISA),정보시스템감리사,원가분석사,정보기술프로젝트관리전문가(IT-PMP)"
326,인테리어디자이너,건축공학과공예과공예학과산업디자인과산업디자인학과시각디자인과시각디자인학과환경디자인과환경디자인학과,"실내건축기능사,실내건축기사,실내건축산업기사"
10018,반려동물 훈련·상담사,반려동물과동물자원학과바이오동물과,
198,감정평가사,경제학과고고학과도시계획학과도시공학과문화인류학과문화재과법학과부동산과부동산학과사학과회계학과,감정평가사
1110,도선사,해양시스템학과해양공학과지구해양과학과,도선사
69,목재가공관련조작원,,임산가공기능사
452,정보중개인,인터넷정보학과정보통신과정보통신공학과경영정보과경영학과스마트정보과,"e-TestProfessional,디지털정보활용능력(DIAT),정보기술자격(ITQ)시험"
327,일러스트레이터,광고디자인과디지털디자인과시각디자인과시각디자인학과조형디자인학과컴퓨터디자인학과,"시각디자인기사,시각디자인산업기사,컴퓨터그래픽스운용기능사"
10019,디지털 큐레이터,인터넷정보학과IT융합학과디지털콘텐츠학과멀티미디어학과,
199,검사,법학과행정학과국제법무학과,변호사
1111,지게차운전원,,지게차운전기능사
70,미장원,건축과토목과도시건설과건축공학과,"미장기능사,국가유산수리기능자"
457,컴퓨터게임시나리오작가,국어국문학과게임콘텐츠과문예창작과문예창작학과,
328,작곡가,관현악과기악과음악학과작곡과,
10020,게임 방송 프로듀서,방송제작과방송영상과방송영상미디어과신문방송학과미디어영상학과디지털콘텐츠학과,
201,상품중개인,경영학과경제학과유통경영과,"경매사,전자상거래관리사"
1112,선박갑판원,,운항사
72,방수원,건축과토목과도시건설과건축공학과,"방수기능사,방수산업기사"
458,컴퓨터그래픽디자이너,디지털디자인과그래픽디자인과컴퓨터디자인학과,"컴퓨터그래픽스운용기능사,GTQ(그래픽기술자격)"
332,제품디자이너,공업디자인과공업디자인학과공예과공예디자인학과산업디자인과산업디자인학과시각디자인과시각디자인학과제품디자인과패션디자인과,"제품디자인기사,제품디자인기술사,제품디자인산업기사,제품응용모델링기능사"
10021,개인미디어 콘텐츠제작자(크리에이터),디지털미디어과방송영상미디어과멀티미디어과디지털콘텐츠학과멀티미디어학과미디어영상학과,멀티미디어콘텐츠제작전문가
202,경영컨설턴트,세무학과경영학과경제학과교육학과국제통상학과무역학과산업공학과심리학과회계학과,"경영지도사,기술지도사"
1113,방문판매원,,
73,섬유제조원,,"섬유기술사,염색기능사(날염),염색기능사(침염)"
459,속기사,비서행정학과비서행정과국어국문학과,한글속기
333,조각가,조소학과환경조각학과,
10022,드론 콘텐츠 전문가,무인항공드론과멀티미디어과무인항공학과문화콘텐츠학과멀티미디어학과,
203,경제학연구원,금융보험학과경제학과농업경제학과,
1114,상품대여원,,
74,배관원,산업설비자동화과건축공학과금형설계과,"배관기능장,배관산업기사,배관기능사"
462,사이버교육운영자,교육학과교육공학과컴퓨터교육과,
334,조향사,화학공학과화학과,
10023,문화 콘텐츠 전문가,미디어학과영상콘텐츠과디지털콘텐츠학과멀티미디어학과,멀티미디어콘텐츠제작전문가
205,노무사,경영학과경제학과법학과사회학과행정학과,공인노무사
1115,주유원,,
75,조적공,,"건축일반시공산업기사,조적기능사,건축일반시공기능장"
465,통신망설계운영기술자,컴퓨터공학과정보통신공학과컴퓨터과학과인터넷정보학과전자공학과,"무선설비기사,전파전자통신기사,정보통신산업기사,정보통신기사,정보통신기술사,RFID기술자격검정"
335,지휘자,관현악과기악과음악학과작곡과,
10024,해양 에너지 기술자,해양공학과해양시스템학과항해학과지구해양과학과에너지자원공학과,"해양자원개발기사,신재생에너지발전설비기능사(태양광),신재생에너지발전설비기사(태양광),에너지관리기능사,에너지관리기사,자원관리기술사,시추기능사"
206,회계사,경영학과경제학과금융경영과금융보험학과세무학과회계학과,공인회계사
1116,계산원 및 매표원,,
76,보석감정사,보석감정과,"보석감정사,보석감정산업기사"
466,컴퓨터설치·수리원,컴퓨터공학과컴퓨터과학과,"PC정비사,PC Master(정비사)"
336,운동선수,무도학과무용과무용학과사회체육과사회체육학과체육학과태권도과,
10025,스마트 그리드 엔지니어,IT융합학과에너지자원공학과전기공학과전기과전기전자공학과전기제어공학과정보통신공학과,"전기기능사,전기공사기사,전기공사산업기사,발송배전기술사,전기응용기술사,정보통신기사,정보통신산업기사"
207,관세사,경영학과경제학과무역학과법학과세무학과유통학과세무회계과회계학과,관세사
1117,청원경찰,경찰행정학과경찰행정과사회체육학과사회체육과경호스포츠과행정학과체육학과,
77,건설기계운전원,제어계측공학과기계과제어계측과전기과전기전자과기계공학과전기공학과전기전자공학과,"굴착기운전기능사,로더운전기능사,롤러운전기능사,모터그레이더운전기능사,불도저운전기능사,아스팔트피니셔운전기능사,지게차운전기능사"
467,의료정보시스템개발자,의료정보시스템과의료정보공학과컴퓨터소프트웨어과소프트웨어공학과컴퓨터공학과컴퓨터과컴퓨터과학과시스템공학과정보통신공학과,"전자계산기기능사,전자계산기제어산업기사,전자계산기기사,정보처리기능사,정보처리산업기사,정보처리기사,컴퓨터시스템응용기술사,마이크로소프트 인증 전문가 자격증(MCP),오라클 자격인증제도,보건의료정보관리사,병원행정사"
337,촬영기사,방송영상과방송제작과사진영상학과연극영화과연극영화학과,
10026,기후변화 대응 전문가,환경공학과지구해양과학과천문학과,
208,국제무역사무원,경영학과경제학과무역학과국제통상학과유통학과,"물류관리사,유통관리사,검량사,검수사"
1118,무인경비시스템종사원,경호스포츠과경찰행정학과경찰행정과경호학과,
81,비파괴검사원,물리학과금속공학과재료공학과기계공학과기계과,"누설비파괴검사기사,방사선비파괴검사기능사,방사선비파괴검사기사,방사선비파괴검사산업기사,비파괴검사기술사,와전류비파괴검사기사,자기비파괴검사기능사,자기비파괴검사기사,자기비파괴검사산업기사,초음파비파괴검사산업기사,침투비파괴검사기능사,침투비파괴검사기사,침투비파괴검사산업기사,초음파비파괴검사기능사,초음파비파괴검사기사"
469,고객관리시스템(CRM)전문가,컴퓨터소프트웨어과소프트웨어공학과컴퓨터공학과컴퓨터과컴퓨터과학과시스템공학과정보통신공학과통계학과,"전자계산기기능사,전자계산기기사,전자계산기제어산업기사,전자계산기조직응용기사,정보처리기능사,정보처리기사,정보처리산업기사,컴퓨터시스템응용기술사"
338,출판물기획전문가,국어국문학과미디어출판과,
10027,신재생에너지 전문가,에너지자원공학과환경화학과화학공학과공업화학과전기공학과전기전자공학과,
209,국제회의전문가,경영학과관광경영학과,컨벤션기획사
1119,구두미화원 및 수선원,,
83,산업공학기술자,전기전자공학과기계설계공학과기계공학과산업공학과전기공학과안전공학과,"산업안전기사,산업안전산업기사,산업안전지도사,품질경영산업기사,공장관리기술사,품질경영기사"
470,전자상거래전문가,마케팅경영과정보통신과정보통신공학과경영정보과,"전자상거래관리사,전자상거래운용사,샵마스터"
339,캐릭터디자이너,공업디자인과산업디자인과시각디자인과제품디자인과,"시각디자인기사,시각디자인산업기사,컴퓨터그래픽스운용기능사"
10028,스마트 재난 관리 전문가,IT융합학과소방방재학과안전공학과정보통신공학과컴퓨터공학과소프트웨어공학과,방재기사
211,농수산물중개인,농수산과경영학과무역학과산업경영학과유통경영과유통학과수산학과,경매사
1120,주차관리원,,자동차운전면허
84,산업안전관리원,안전공학과산업안전과,"건설안전기사,건설안전기술사,건설안전산업기사,기계안전기술사,산업안전기사,산업안전산업기사,산업위생관리기사,산업위생관리기술사,산업위생관리산업기사"
474,아이티(IT)기술영업원,컴퓨터소프트웨어과컴퓨터공학과마케팅경영과정보통신과정보통신공학과,"전자상거래관리사,전자상거래운용사,컴퓨터활용능력,컴퓨터그래픽스운용기능사,정보처리기능사,정보처리산업기사,정보처리기사,오라클공인전문가제도(OCP),오라클 자격인증제도,리눅스마스터,SQL"
340,컬러리스트,산업디자인과산업디자인학과시각디자인과시각디자인학과회화학과,"컬러리스트기사,컬러리스트산업기사"
10029,블록체인 전문가,사이버국방학과소프트웨어공학과정보보호학과정보통신공학과컴퓨터공학과컴퓨터과학과경제학과,
212,도시 및 교통설계전문가,도시계획학과도시공학과지역개발학과,"도시계획기사,도시계획기술사"
1121,이용사,미용과뷰티미용학과피부미용과,"이용장,이용사"
85,상ㆍ하수도 처리장치 조작원,화학공업과환경공업과환경과학과,"수질환경산업기사,수질환경기사,정수시설운영관리사,환경기능사"
475,아이티(IT)교육강사,컴퓨터교육과컴퓨터소프트웨어과컴퓨터공학과디지털디자인과정보통신과정보통신공학과시스템공학과멀티미디어학과디지털디자인학과,"전자상거래관리사,전자상거래운용사,컴퓨터활용능력,컴퓨터그래픽스운용기능사,정보처리기능사,정보처리산업기사,정보처리기사"
344,패션디자이너,의류ㆍ의상학과패션디자인과시각디자인과공예학과산업디자인과섬유디자인과공예과섬유공학과시각디자인과코디네이션과산업디자인학과,"패션디자인산업기사,섬유디자인산업기사"
10030,디지털 포렌식 수사관,IT융합학과사이버국방학과소프트웨어공학과정보보호학과컴퓨터공학과컴퓨터과학과경찰행정학과경찰행정과,
214,바이어(구매인),경영학과경제학과마케팅경영과무역학과유통학과,"물류관리사,유통관리사"
1122,미용사,미용과피부미용과,"미용사(일반),미용장"
86,생물공학연구원,생명과학과생명공학과,바이오화학제품제조기사
476,무선주파수(RF)엔지니어,전자공학과정보통신공학과전기전자공학과,"무선설비산업기사,무선설비기사,RFID기술자격검정"
345,패션코디네이터,코디네이션과패션디자인과,
10031,클라우드 시스템 엔지니어,IT융합학과교양공학부모바일시스템공학과소프트웨어공학과정보통신공학과컴퓨터공학과컴퓨터과학과,빅데이터분석기사
215,물류관리사,물류학과무역학과물류시스템공학과유통경영과유통학과,"물류관리사,유통관리사,ERP물류정보관리사"
1124,혼례종사원,,
87,석공,,"석공기능사,석공예기능사,국가유산수리기능자"
481,교장,미술교육과독일어교육과불어교육과역사교육과체육교육과지리교육과한문교육과물리교육과초등교육과과학교육과지구과학교육과생물교육과국어교육과수학교육과교육학과윤리교육과일반사회교육과화학교육과,정교사
346,편집기사,방송제작과방송영상과영상제작과,
10032,빅 데이터 전문가,IT융합학과교양공학부소프트웨어공학과정보통신공학과컴퓨터공학과컴퓨터과컴퓨터과학과컴퓨터소프트웨어과통계학과,"빅데이터분석기사,데이터분석,데이터분석준전문가,사회조사분석사,정보처리기사"
217,보험계리인,경영학과경제학과금융경영과금융보험학과법학과세무학과수학과통계학과회계학과,"보험계리사,개인보험심사역,기업보험심사역,신용위험분석사(CRA)"
1125,선박 및 열차객실승무원,관광경영과관광통역과문화관광과,
88,석유화학기술자,기계과화학공업과화학공학과화학과,"가스기능사,가스기사,가스산업기사,화공기사,화공기술사,화공안전기술사,화학분석기사,화학분석기능사"
539,소음진동기술자,보건환경과환경과학과환경시스템과환경보건학과환경공학과,"소음진동산업기사,소음진동기사,소음진동기술사"
347,악기수리원 및 조율사,관현악과음악과피아노학과음향제작과기악과,"피아노조율기능사,피아노조율산업기사"
10033,크라우드 펀딩 전문가,IT융합학과수학과통계학과,"국제금융역,자산관리사(FP)"
219,부동산중개인,경영학과경제학과법학과부동산과부동산학과세무학과,공인중개사
1126,치어리더,,
90,조선공학기술자,조선공학과기계공학과,"조선산업기사,조선기사,선체건조기능사,조선기술사"
592,크레인 및 호이스트운전원,자동차공학과기계공학과기계과자동차과,"타워크레인운전기능사,기중기운전기능사,천장크레인운전기능사,컨테이너크레인운전기능사"
348,학예사(큐레이터),산업디자인학과조소학과예술학과공예과문화인류학과회화학과시각디자인학과동양화과사학과서양화과산업디자인과시각디자인과고고학과공예학과,박물관·미술관학예사
10034,사이버 평판 관리자,국어국문학과언론홍보학과심리학과마케팅경영과미디어학과,
222,생활설계사,금융경영과금융보험학과,"보험중개사,신용상담사"
1127,접객원,관광경영과호텔경영과호텔외식경영과,
92,선박정비원,기계공학과기계과,동력기계정비기능사
626,여행상품개발원,관광통역과문화관광과호텔경영과관광경영학과,"국내여행안내사,관광통역안내사"
349,화가,미술학과동양화과서양화과공예학과공예과회화학과,
10035,사물 인터넷 전문가,정보통신과컴퓨터과소프트웨어공학과,
223,선물중개인,금융보험학과경영학과경제학과,
1128,주방보조원,,"양식조리기능사,일식조리기능사,중식조리기능사,한식조리기능사"
97,시멘트제조원,,"콘크리트기능사,콘크리트산업기사,콘크리트기사"
740,귀금속 및 보석세공원,금속공예과공예학과산업디자인과공예과시각디자인학과산업디자인학과금속공예학과시각디자인과,"귀금속가공기능사,귀금속가공산업기사,귀금속가공기능장,보석가공기능사"
352,가사도우미,,
10036,생체 인식 전문가,컴퓨터공학과물리학과정보보호학과,"정보처리기사,정보통신기사,방송통신기사,전파전자통신기사"
224,세무사,경제학과경영학과법학과세무회계학과회계학과세무학과수학과통계학과,세무사
1129,요리배달원,,자동차운전면허
98,신경회로망연구원,전자공학과기계공학과컴퓨터공학과재료공학과전기공학과,
795,호텔지배인,관광경영과문화관광과호텔경영과관광경영학과,"호텔경영사,호텔관리사,호텔서비스사"
353,간병인,,요양보호사
10037,생물 정보 분석가,생물학과유전공학과생명공학과생화학과통계학과바이오생명정보과수학과,
226,손해사정사,금융보험학과통계학과경영학과경영회계정보과금융보험학과법학과세무학과세무회계학과수학과통계학과회계학과,손해사정사
1130,건설견적원,건축공학과건축과건축학과토목공학과토목과,
100,압연원,금속공학과신소재공학과기계공학과재료과,"압연기능장,압연기능사"
834,시스템소프트웨어개발자,컴퓨터공학과시스템공학과컴퓨터응용기계과정보통신공학과소프트웨어공학과,"전자계산기기능사,전자계산기제어산업기사,전자계산기기사,정보처리기능사,정보처리산업기사,정보처리기사,컴퓨터시스템응용기술사,마이크로소프트 인증 전문가 자격증(MCP),오라클 자격인증제도"
354,간호사,간호학과,"간호사,조산사,보건교사"
10038,로봇 윤리학자,법학과로봇공학과윤리학과,
230,시장 및 여론조사전문가,사회학과심리학과통계학과,"사회조사분석사,소비자전문상담사"
1131,전통건축원,건축공학과건축과건축학과,"국가유산수리기술자,국가유산수리기능자,실내건축기능사,실내건축기사,실내건축산업기사,건축목재시공기능장"
101,영사기사,영상제작과방송제작과연극영화과방송영상과연극영화학과,"영사기능사,영사산업기사"
911,조명기사,전자공학과전기과방송제작과전기공학과연극영화과연극영화학과방송영상과전자과전기전자공학과,"무대예술전문인,방송통신기능사,방송통신산업기사,방송통신기사"
355,간호조무사,,간호조무사
10039,드론 전문가,기계공학과로봇공학과항공우주공학과,초경량비행장치조종자
231,신용조사원,회계학과금융보험학과경제학과경영학과,"공인회계사,신용분석사,신용위험분석사(CRA),신용관리사"
1132,단열원,건축공학과토목과건축과도시건설과,온수온돌기능사
102,용접원,제철금속과기계설계공학과기계공학과기계과금속공학과,"용접기능사,용접기능장,용접기사,용접기술사,용접산업기사,특수용접기능사"
914,영화시나리오작가,문예창작학과문예창작과신문방송학과국어국문학과,
356,청소원,,
10040,손실방지전문가,산업공학과시스템경영공학과산업안전과,산업보안관리사
232,광고 및 홍보전문가,경영학과광고기획과광고홍보학과신문방송학과심리학과언론홍보학과,컨벤션기획사
1133,유리부착원,건축공학과토목과건축과도시건설과,유리시공기능사
104,원자력연구원,원자력공학과,"원자력기사,원자력발전기술사,핵연료물질취급자"
915,음향기사,음향제작과,무대예술전문인
358,경비원,,
10041,소비생활어드바이저,물류시스템공학과경영학과심리학과,소비자전문상담사
233,외교관,경제학과국제문화정보학과국제통상학과국제학부독어독문학과러시아어문학과법학과불어불문학과스페인어학과아프리카어과영어과영어영문학과영어학과유럽ㆍ기타어과일본어과일어일문학과정치외교학과중국어과중어중문학과행정학과,
1134,메카트로닉스공학기술자,메카트로닉스공학과기계공학과전자공학과,"자동화설비산업기사,기계기술사,일반기계기사"
106,유리제품제조원,기계과세라믹공학과재료공학과,
916,특수효과기술자,시각디자인학과시각디자인과연극영화과연극영화학과미술학과미디어영상학과,컴퓨터그래픽스운용기능사
359,경찰관,법학과해양경찰학과경찰행정학과,자동차운전면허
10042,문화여가사,레크리에이션과레저스포츠과레저스포츠학과,
