id,name,개설대학,선택과목2022,교과목2015,관련자격,관련직업
309,시각디자인학과,"서울특별시_경희사이버대학교(제1캠퍼스)_시각미디어디자인전공, 서울특별시_국민대학교(제1캠퍼스)_AI디자인학과, 서울특별시_국민대학교(제1캠퍼스)_시각디자인학과, 서울특별시_덕성여자대학교(제1캠퍼스)_시각디자인학과, 서울특별시_덕성여자대학교(제1캠퍼스)_시각디자인전공, 서울특별시_동덕여자대학교(제1캠퍼스)_디자인학부 시각&실내디자인전공, 서울특별시_동덕여자대학교(제1캠퍼스)_시각&실내디자인학과, 서울특별시_디지털서울문화예술대학교(제1캠퍼스)_시각영상디자인학과, 서울특별시_서경대학교(제1캠퍼스)_시각정보디자인전공, 서울특별시_서경대학교(제1캠퍼스)_VD_비주얼디자인, 서울특별시_서울과학기술대학교(제1캠퍼스)_시각문화융합디자인학과, 서울특별시_서울과학기술대학교(제1캠퍼스)_디자인학과(시각디자인전공), 서울특별시_서울여자대학교(제1캠퍼스)_시각디자인전공, 서울특별시_숙명여자대학교(제1캠퍼스)_시각ㆍ영상디자인과, 서울특별시_숭실사이버대학교(제1캠퍼스)_뉴미디어디자인학과, 서울특별시_연세대학교(제1캠퍼스)_통합디자인학과, 서울특별시_이화여자대학교(제1캠퍼스)_시각디자인전공, 서울특별시_한양사이버대학교(제1캠퍼스)_시각디자인학과, 서울특별시_한양사이버대학교(제1캠퍼스)_뉴미디어디자인학과, 서울특별시_홍익대학교(제1캠퍼스)_디자인학부 시각디자인전공, 부산광역시_경성대학교(제1캠퍼스)_시각디자인학과, 부산광역시_경성대학교(제1캠퍼스)_시각디자인학전공, 부산광역시_경성대학교(제1캠퍼스)_영상애니메이션학부, 부산광역시_고신대학교(제1캠퍼스)_시각디자인학과, 부산광역시_국립부경대학교(제1캠퍼스)_시각디자인전공, 부산광역시_동명대학교(제1캠퍼스)_시각디자인학과, 부산광역시_동서대학교(제1캠퍼스)_비쥬얼디자인학전공, 부산광역시_동서대학교(제1캠퍼스)_시각디자인전공, 부산광역시_동서대학교(제1캠퍼스)_Digital Design학과, 부산광역시_동서대학교(제1캠퍼스)_시각디자인학전공, 부산광역시_신라대학교(제1캠퍼스)_시각디자인전공, 부산광역시_신라대학교(제1캠퍼스)_시각디자인학과, 부산광역시_신라대학교(제1캠퍼스)_시각디자인학전공, 인천광역시_인천가톨릭대학교(제2캠퍼스)_시각디자인학과, 인천광역시_인하대학교(제1캠퍼스)_디자인테크놀로지학과, 대전광역시_국립한밭대학교(제1캠퍼스)_시각디자인학과, 대전광역시_국립한밭대학교(제1캠퍼스)_시각ㆍ영상디자인학과, 대전광역시_목원대학교(제1캠퍼스)_시각커뮤니케이션디자인학과, 대구광역시_경북대학교(제1캠퍼스)_시각정보디자인학과, 대구광역시_계명대학교(제2캠퍼스)_시각디자인과, 울산광역시_울산대학교(제1캠퍼스)_시각디자인학전공, 광주광역시_광주대학교(제1캠퍼스)_시각영상디자인학과, 광주광역시_조선대학교(제1캠퍼스)_시각디자인학과, 광주광역시_호남대학교(제1캠퍼스)_시각융합디자인학과, 경기도_가천대학교(제1캠퍼스)_미술ㆍ디자인학부(시각디자인전공), 경기도_강남대학교(제1캠퍼스)_복지융합인재학부 유니버설비주얼디자인전공, 경기도_강남대학교(제1캠퍼스)_유니버설아트디자인학과, 경기도_강남대학교(제1캠퍼스)_예체능학부 유니버설아트디자인전공, 경기도_경기대학교(제1캠퍼스)_시각정보디자인전공, 경기도_경희대학교(제2캠퍼스)_시각디자인학과, 경기도_대진대학교(제1캠퍼스)_시각디자인학과, 경기도_명지대학교 자연캠퍼스(제1캠퍼스)_디자인학부 시각디자인전공, 경기도_명지대학교 자연캠퍼스(제1캠퍼스)_비주얼커뮤니케이션디자인전공, 경기도_명지대학교 자연캠퍼스(제1캠퍼스)_디자인학부 영상디자인전공, 경기도_예원예술대학교(제2캠퍼스)_시각영상디자인전공, 경기도_을지대학교(제2캠퍼스)_시각디자인전공, 경기도_중앙대학교(제2캠퍼스)_디자인학부(시각디자인전공), 경기도_한경국립대학교(제1캠퍼스)_시각미디어디자인전공, 경기도_한세대학교(제1캠퍼스)_시각정보디자인학과, 경기도_협성대학교(제1캠퍼스)_시각조형디자인학과, 경기도_협성대학교(제1캠퍼스)_시각디자인학과, 강원특별자치도_가톨릭관동대학교(제1캠퍼스)_CG디자인전공, 강원특별자치도_강원대학교(제2캠퍼스)_시각멀티미디어디자인학과, 강원특별자치도_상지대학교(제1캠퍼스)_시각영상디자인학과, 강원특별자치도_연세대학교 미래캠퍼스(제1캠퍼스)_시각디자인학전공, 충청북도_건국대학교 글로컬캠퍼스(제1캠퍼스)_시각영상디자인학과, 충청북도_건국대학교 글로컬캠퍼스(제1캠퍼스)_시각영상디자인전공, 충청북도_세명대학교(제1캠퍼스)_시각ㆍ영상디자인학과, 충청북도_우석대학교(제2캠퍼스)_시각커뮤니케이션디자인학과, 충청북도_청주대학교(제1캠퍼스)_시각디자인학과, 충청남도_건양대학교(제1캠퍼스)_시각디자인전공, 충청남도_건양대학교(제1캠퍼스)_시각디자인학과, 충청남도_남서울대학교(제1캠퍼스)_시각미디어디자인학과, 충청남도_남서울대학교(제1캠퍼스)_시각정보디자인학과, 충청남도_단국대학교(제2캠퍼스)_시각디자인과, 충청남도_상명대학교(제2캠퍼스)_시각디자인전공, 충청남도_상명대학교(제2캠퍼스)_시각디자인학과, 충청남도_상명대학교(제2캠퍼스)_디자인학부 ARㆍVR미디어디자인전공, 충청남도_선문대학교(제1캠퍼스)_시각디자인학과, 충청남도_한서대학교(제1캠퍼스)_시각디자인학과, 충청남도_호서대학교(제1캠퍼스)_디지털프로덕트디자인학과, 충청남도_호서대학교(제1캠퍼스)_시각디자인학과, 전북특별자치도_예원예술대학교(제1캠퍼스)_시각디자인전공, 전북특별자치도_예원예술대학교(제1캠퍼스)_시각디자인학과, 전북특별자치도_예원예술대학교(제1캠퍼스)_시각ㆍ영상디자인전공, 전북특별자치도_원광대학교(제1캠퍼스)_시각정보디자인학과, 전북특별자치도_전주대학교(제1캠퍼스)_시각디자인학과, 전북특별자치도_전주대학교(제1캠퍼스)_시각디자인전공, 전북특별자치도_호원대학교(제1캠퍼스)_미디어컨텐츠디자인학과, 전라남도_국립목포대학교(제1캠퍼스)_시각디자인, 경상북도_경운대학교(제1캠퍼스)_시각영상애니메이션전공, 경상북도_경일대학교(제1캠퍼스)_디자인학부 시각영상디자인전공, 경상북도_대구가톨릭대학교(제1캠퍼스)_시각영상디자인과, 경상북도_대구가톨릭대학교(제1캠퍼스)_미디어ㆍ디자인전공, 경상북도_대구가톨릭대학교(제1캠퍼스)_시각디자인과, 경상북도_대구대학교(제1캠퍼스)_시각디자인융합학부(서비스마케팅디자인전공), 경상북도_대구대학교(제1캠퍼스)_시각디자인융합학부(시각디자인전공), 경상북도_대구대학교(제1캠퍼스)_시각디자인학과, 경상북도_대구대학교(제1캠퍼스)_시각디자인융합학부, 경상북도_대구예술대학교(제1캠퍼스)_시각콘텐츠학과, 경상북도_대구예술대학교(제1캠퍼스)_시각디자인전공, 경상북도_영남대학교(제1캠퍼스)_시각디자인학과, 경상남도_경상국립대학교(제1캠퍼스)_디자인비즈니스학과, 경상남도_영산대학교(제1캠퍼스)_시각영상디자인전공, 경상남도_영산대학교(제1캠퍼스)_시각영상디자인학과, 세종특별자치시_홍익대학교 세종캠퍼스(제2캠퍼스)_디자인컨버전스학부","일반 선택: 독서와 작문, 문학, 대수, 확률과 통계, 영어Ⅰ, 영어Ⅱ, 영어 독해오작문, 미술, 정보 등 | 진로 선택: 주제 탐구 독서, 문학과 영상, 미술 창작, 미술 감상과 비평, 인간과 심리 등 | 융합 선택: 매체 의사소통, 미디어 영어, 세계 문화와 영어, 여행지리, 사회문제 탐구, 미술과 매체 등","공통과목: 미술, 윤리 | 일반선택과목: 예술교과 : 미술 | 진로선택과목: 미술 창작, 미술 감상과 비평 | 전문교과Ⅰ: 미술 이론, 미술사, 드로잉, 미술 전공 실기 | 전문교과Ⅱ: 디자인 일반, 시각 디자인, 색채 관리","광고디자인산업기사, 시각디자인산업기사, 웹디자인기능사, 의장디자인산업기사, 전자출판기능사, 컬러리스트기사및산업기사, 컴퓨터그래픽스운용기사, 포장디자인산업기사",광고디자이너
458,재활학과,"서울특별시_서울디지털대학교(제1캠퍼스)_예술치료전공, 서울특별시_서울사이버대학교(제1캠퍼스)_음악치료학과, 서울특별시_서울한영대학교(제1캠퍼스)_유아특수재활학과, 서울특별시_성신여자대학교(제1캠퍼스)_운동재활복지학과, 서울특별시_숭실사이버대학교(제1캠퍼스)_스포츠재활복지학과, 서울특별시_총신대학교(제1캠퍼스)_중독재활상담학과, 서울특별시_한국열린사이버대학교(제1캠퍼스)_통합치유학과, 서울특별시_한양사이버대학교(제1캠퍼스)_미술치료학과, 부산광역시_고신대학교(제1캠퍼스)_재활상담학과, 부산광역시_고신대학교(제1캠퍼스)_재활치료학과, 부산광역시_동명대학교(제1캠퍼스)_언어치료청각재활학과, 부산광역시_동명대학교(제1캠퍼스)_선명상치유학과, 부산광역시_동명대학교(제1캠퍼스)_스포츠재활학과, 부산광역시_동서대학교(제1캠퍼스)_운동처방학전공, 부산광역시_동서대학교(제1캠퍼스)_운동처방학과, 부산광역시_동서대학교(제1캠퍼스)_시니어운동처방학과, 부산광역시_부산디지털대학교(제1캠퍼스)_상담치료학부, 부산광역시_부산외국어대학교(제1캠퍼스)_스포츠재활학과, 인천광역시_가천대학교(제2캠퍼스)_운동재활복지학과, 인천광역시_가천대학교(제2캠퍼스)_운동재활학과, 대전광역시_건양사이버대학교(제1캠퍼스)_행동재활치료학과, 대전광역시_건양사이버대학교(제1캠퍼스)_행동발달치료학과, 대전광역시_우송대학교(제1캠퍼스)_언어치료ㆍ청각재활학과, 광주광역시_광주대학교(제1캠퍼스)_언어재활상담학과, 광주광역시_광주여자대학교(제1캠퍼스)_미래융합학부(언어재활심리학과), 광주광역시_광주여자대학교(제1캠퍼스)_미래융합학부(언어재활전공), 광주광역시_송원대학교(제1캠퍼스)_재활보건관리학과(자연), 광주광역시_송원대학교(제1캠퍼스)_재활보건학과, 경기도_가천대학교(제1캠퍼스)_운동재활학과, 경기도_차의과학대학교(제1캠퍼스)_미술치료학과, 경기도_한경국립대학교(제2캠퍼스)_의료재활공학전공, 경기도_한신대학교(제1캠퍼스)_재활학과, 경기도_한신대학교(제1캠퍼스)_재활상담학과, 경기도_한신대학교(제1캠퍼스)_재활상담학, 강원특별자치도_가톨릭관동대학교(제1캠퍼스)_언어재활학과, 강원특별자치도_가톨릭관동대학교(제1캠퍼스)_중독재활상담학과, 강원특별자치도_가톨릭관동대학교(제1캠퍼스)_언어재활상담학과, 강원특별자치도_가톨릭관동대학교(제1캠퍼스)_치매전문재활학과, 강원특별자치도_가톨릭관동대학교(제1캠퍼스)_중독재활학과, 강원특별자치도_가톨릭관동대학교(제1캠퍼스)_통합치유학과, 강원특별자치도_상지대학교(제1캠퍼스)_놀이심리치료학과, 강원특별자치도_연세대학교 미래캠퍼스(제1캠퍼스)_재활보건학전공, 충청북도_극동대학교(제1캠퍼스)_재활상담치료학과, 충청북도_서원대학교(제1캠퍼스)_헬스케어운동학과, 충청남도_건양대학교(제1캠퍼스)_재활퍼스널트레이닝학과, 충청남도_건양대학교(제1캠퍼스)_심리상담치료학과, 충청남도_나사렛대학교(제1캠퍼스)_재활자립학부, 충청남도_나사렛대학교(제1캠퍼스)_재활공학과, 충청남도_나사렛대학교(제1캠퍼스)_심리재활학전공, 충청남도_나사렛대학교(제1캠퍼스)_재활학트랙, 충청남도_나사렛대학교(제1캠퍼스)_인간재활학전공, 충청남도_단국대학교(제2캠퍼스)_운동처방재활학과, 충청남도_한서대학교(제1캠퍼스)_의료재활학과, 전북특별자치도_우석대학교(제1캠퍼스)_재활학과, 전북특별자치도_전주대학교(제1캠퍼스)_운동처방학과, 전북특별자치도_전주대학교(제1캠퍼스)_재활학과, 전북특별자치도_전주대학교(제1캠퍼스)_예술심리치료학과, 전북특별자치도_한일장신대학교(제1캠퍼스)_운동처방재활학과, 전북특별자치도_호원대학교(제1캠퍼스)_보건헬스케어학과, 전라남도_동신대학교(제1캠퍼스)_운동처방학과, 경상북도_김천대학교(제1캠퍼스)_스포츠재활학과, 경상북도_대구가톨릭대학교(제1캠퍼스)_의료재활학과, 경상북도_대구가톨릭대학교(제1캠퍼스)_재활치료전공, 경상북도_대구대학교(제1캠퍼스)_재활건강증진학과, 경상북도_대구대학교(제1캠퍼스)_의료재활학과, 경상북도_대구대학교(제1캠퍼스)_재활과학계열, 경상북도_대구대학교(제1캠퍼스)_재활심리학과, 경상북도_대구대학교(제1캠퍼스)_재활상담학과, 경상북도_대구사이버대학교(제1캠퍼스)_미술치료학과, 경상북도_대구사이버대학교(제1캠퍼스)_발달재활학과, 경상북도_대구사이버대학교(제1캠퍼스)_놀이치료학과, 경상북도_대구사이버대학교(제1캠퍼스)_심리운동학과, 경상북도_대구사이버대학교(제1캠퍼스)_재활상담학과, 경상북도_대구예술대학교(제1캠퍼스)_복지&심리상담전공, 경상북도_대구한의대학교(제1캠퍼스)_미술놀이치료학과, 경상북도_대구한의대학교(제1캠퍼스)_노인재활치료학과, 경상북도_대구한의대학교(제1캠퍼스)_미술치료학전공, 경상북도_대구한의대학교(제1캠퍼스)_미술심리치료전공, 경상북도_대구한의대학교(제1캠퍼스)_재활치료학전공, 경상북도_대구한의대학교(제1캠퍼스)_미술심리치료학과, 경상북도_대구한의대학교(제1캠퍼스)_치유산업학과, 경상북도_대구한의대학교(제1캠퍼스)_재활치료학부, 경상북도_신경주대학교(제1캠퍼스)_스포츠재활학과, 경상남도_가야대학교(제1캠퍼스)_스포츠재활복지학과, 경상남도_가야대학교(제1캠퍼스)_스포츠재활복지학부, 경상남도_영산대학교(제1캠퍼스)_실버재활학과, 제주특별자치도_제주국제대학교(제1캠퍼스)_복지상담학부 언어치료학전공","일반 선택: 물리학, 화학, 생명과학, 현대사회와 윤리 등 | 진로 선택: 세포와 물질대사, 생물의 유전, 법과 사회, 보건 등 | 융합 선택: 융합과학 탐구 등","공통과목: 영어, 과학 | 일반선택과목: 영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문 | 진로선택과목: 생명과학Ⅱ | 전문교과Ⅰ: 체육지도법, 개인ㆍ대인 운동, 체육 전공 실기 응용 | 전문교과Ⅱ: 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호","물리치료사, 작업치료사, 특수교육교사",물리치료사
10027,스포츠재활과,"서울특별시_서일대학교(제1캠퍼스)_스포츠헬스케어학과, 부산광역시_경남정보대학교(제1캠퍼스)_뷰티헬스과, 부산광역시_경남정보대학교(제1캠퍼스)_스포츠재활지도학과, 부산광역시_경남정보대학교(제1캠퍼스)_스포츠재활트레이닝과, 부산광역시_동의과학대학교(제1캠퍼스)_스포츠재활트레이닝과, 부산광역시_부산과학기술대학교(제1캠퍼스)_재활운동건강과, 부산광역시_부산보건대학교(제1캠퍼스)_스포츠재활과(자연), 부산광역시_부산여자대학교(제1캠퍼스)_아동스포츠재활무용과(3년제), 부산광역시_부산예술대학교(제1캠퍼스)_스포츠재활&다이어트과, 인천광역시_경인여자대학교(제1캠퍼스)_스포츠헬스케어학과, 인천광역시_인하공업전문대학(제1캠퍼스)_스포츠헬스케어학과, 인천광역시_재능대학교(제1캠퍼스)_스포츠재활과, 대구광역시_대구보건대학교(제1캠퍼스)_스포츠재활학과, 대구광역시_영남이공대학교(제1캠퍼스)_스포츠재활ㆍ운동관리과, 대구광역시_영남이공대학교(제1캠퍼스)_스포츠건강재활계열, 대구광역시_영남이공대학교(제1캠퍼스)_스포츠재활과, 대구광역시_영진전문대학교(제1캠퍼스)_스포츠재활과, 울산광역시_울산과학대학교(제1캠퍼스)_스포츠재활학부 스포츠재활전공(자연과학계열), 울산광역시_울산과학대학교(제1캠퍼스)_스포츠재활학부(자연과학계열), 울산광역시_울산과학대학교(제1캠퍼스)_스포츠재활학부 스포츠재활전공, 울산광역시_울산과학대학교(제1캠퍼스)_스포츠건강재활학과, 울산광역시_울산과학대학교(제1캠퍼스)_스포츠재활학부 스포츠지도전공(자연과학계열), 울산광역시_울산과학대학교(제1캠퍼스)_스포츠재활학부 스포츠지도전공, 광주광역시_동강대학교(제1캠퍼스)_스포츠재활트레이닝과, 광주광역시_조선이공대학교(제1캠퍼스)_스포츠재활학부 스포츠재활전공, 광주광역시_조선이공대학교(제1캠퍼스)_스포츠재활학과, 광주광역시_조선이공대학교(제1캠퍼스)_스포츠재활학부, 광주광역시_조선이공대학교(제1캠퍼스)_스포츠재활학부 웰빙헬스케어전공, 광주광역시_조선이공대학교(제1캠퍼스)_스포츠재활과, 경기도_국제대학교(제1캠퍼스)_스포츠헬스케어학과, 경기도_대림대학교(제1캠퍼스)_스포츠재활과(스포츠학부), 경기도_대림대학교(제1캠퍼스)_스포츠재활학부, 경기도_두원공과대학교(제1캠퍼스)_재활운동과학과, 경기도_두원공과대학교(제1캠퍼스)_스포츠재활치료과, 경기도_두원공과대학교(제1캠퍼스)_재활운동과학과(2년제), 경기도_두원공과대학교(제2캠퍼스)_스포츠재활과, 경기도_부천대학교(제1캠퍼스)_재활스포츠학과, 경기도_부천대학교(제1캠퍼스)_재활스포츠과, 경기도_신구대학교(제1캠퍼스)_스포츠재활과, 경기도_여주대학교(제1캠퍼스)_건강운동재활학과, 경기도_연성대학교(제1캠퍼스)_스포츠재활과, 경기도_연성대학교(제1캠퍼스)_스포츠케어과, 경기도_유한대학교(제1캠퍼스)_건강웰니스학과 스포츠재활전공, 경기도_장안대학교(제1캠퍼스)_운동처방과, 경기도_장안대학교(제1캠퍼스)_스포츠재활과, 강원특별자치도_강릉영동대학교(제1캠퍼스)_스포츠레저헬스케어계열, 강원특별자치도_강릉영동대학교(제1캠퍼스)_스포츠재활전공, 강원특별자치도_한국골프과학기술대학교(제1캠퍼스)_골프재활헬스케어과, 강원특별자치도_한국골프과학기술대학교(제1캠퍼스)_골프재활과, 충청북도_강동대학교(제1캠퍼스)_스포츠재활과, 충청북도_대원대학교(제1캠퍼스)_운동재활과, 충청북도_충북보건과학대학교(제1캠퍼스)_스포츠과학과, 충청북도_충북보건과학대학교(제1캠퍼스)_스포츠재활과, 충청북도_충청대학교(제1캠퍼스)_스포츠재활과, 충청북도_충청대학교(제1캠퍼스)_사회체육학부 스포츠재활과, 전북특별자치도_전주기전대학(제1캠퍼스)_운동재활과, 전북특별자치도_전주기전대학(제1캠퍼스)_말산업스포츠재활과, 전북특별자치도_전주기전대학(제1캠퍼스)_운동재활과(예체능), 전라남도_나주대학교(제1캠퍼스)_재활복지스포츠학부, 전라남도_목포과학대학교(제1캠퍼스)_스포츠과학과, 전라남도_전남과학대학교(제1캠퍼스)_뉴로테크헬스케어학과, 전라남도_청암대학교(제1캠퍼스)_재활스포츠과, 경상북도_대경대학교(제1캠퍼스)_스포츠재활과, 경상북도_문경대학교(제1캠퍼스)_스포츠재활과, 경상남도_경남도립거창대학(제1캠퍼스)_스포츠재활운동관리과, 경상남도_김해대학교(제1캠퍼스)_스포츠재활과(축구), 경상남도_동원과학기술대학교(제1캠퍼스)_스포츠재활운동학과, 경상남도_동원과학기술대학교(제1캠퍼스)_스포츠재활학부, 경상남도_동원과학기술대학교(제1캠퍼스)_재활스포츠과, 경상남도_동원과학기술대학교(제1캠퍼스)_스포츠재활운동학부","일반 선택: 독서와 작문, 문학, 대수, 미적분Ⅰ, 확률과 통계, 영어 I,프, 영어 독해와 작문, 현대사회와 윤리, 생명과학, 화학, 정보, 교육학 등 | 진로 선택: 법과 사회, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전 등 | 융합 선택: 실생활 영어 회화, 실용 통계, 윤리문제 탐구 등","공통과목: 체육, 윤리 | 일반선택과목: 체육교과 : 체육, 운동과 건강 | 진로선택과목: 스포츠 생활, 체육 탐구 | 전문교과Ⅰ: 스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용 | 전문교과Ⅱ: 인체 구조와 기능, 간호의 기초","사회복지사, 생활스포츠지도자, 요양보호사, 응급구조사, 장애인재활상담사",간병인
