shl_idf_cd,school,sido,gugun,type,subject
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,역사로 탐구하는 현대 세계
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,심화 영어 독해와 작문
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,기후변화와 환경생태
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,동아시아 역사 기행
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,독서 토론과 글쓰기
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,과학의 역사와 문화
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,화학 반응의 세계
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,영어 독해와 작문
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,미술 감상과 비평
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,영어 발표와 토론
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,실생활 영어 회화
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,도시의 미래 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,음악 연주와 창작
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,세포와 물질대사
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,세계시민과 지리
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,주제 탐구 독서
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,현대사회와 윤리
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,로봇과 공학세계
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,금융과 경제생활
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,영미 문학 읽기
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,사회문제 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,물질과 에너지
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,역학과 에너지
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,매체 의사소통
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,인공지능 기초
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,융합과학 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,인공지능 수학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,전자기와 양자
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,수학과제 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,지구시스템과학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,생활과학 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,윤리문제 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,인문학과 윤리
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,한국지리 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,언어생활 탐구
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,확률과 통계
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,독서와 작문
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,사회와 문화
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,화법과 언어
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,생물의 유전
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,데이터 과학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,윤리와 사상
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,문학과 영상
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,인간과 심리
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,인간과 철학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,수학과 문화
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,행성우주과학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,생태와 환경
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,교육의 이해
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,논리와 사고
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,미적분II
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,법과 사회
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,실용 통계
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,미술 창작
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,기술·가정
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,경제 수학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,심화 영어
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,제2외국어
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,생명과학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,미적분I
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,영어II
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,여행지리
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,지구과학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,물리학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,세계사
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,영어I
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,교육학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,체육1
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,체육2
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,정보
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,대수
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,문학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,화학
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,기하
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,경제
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,미술
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,정치
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,진로,보건
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,음악
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,일반,한문
50fb771b-1499-4f59-8a6a-dc460776768b,가곡고등학교,강원특별자치도,삼척시,융합,논술
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,기후변화와 지속가능한 세계
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,역사로 탐구하는 현대 세계
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,심화 영어 독해와 작문
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,기후변화와 환경생태
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,동아시아 역사 기행
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,독서 토론과 글쓰기
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,과학의 역사와 문화
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,화학 반응의 세계
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,세계 문화와 영어
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,영어 독해와 작문
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,국제 관계의 이해
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,미술 감상과 비평
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,영어 발표와 토론
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,소프트웨어와 생활
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,실생활 영어 회화
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,도시의 미래 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,음악 감상과 비평
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,음악 연주와 창작
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,생애 설계와 자립
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,세포와 물질대사
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,세계시민과 지리
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,주제 탐구 독서
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,현대사회와 윤리
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,로봇과 공학세계
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,금융과 경제생활
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,창의 공학 설계
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,지식 재산 일반
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,영미 문학 읽기
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,언어생활과 한자
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,사회문제 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,물질과 에너지
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,역학과 에너지
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,매체 의사소통
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,인공지능 기초
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,융합과학 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,인공지능 수학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,전자기와 양자
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,수학과제 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,지구시스템과학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,생활과학 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,윤리문제 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,인문학과 윤리
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,한국지리 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,언어생활 탐구
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,음악과 미디어
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,직무 의사소통
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,확률과 통계
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,독서와 작문
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,사회와 문화
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,화법과 언어
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,생물의 유전
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,데이터 과학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,윤리와 사상
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,미디어 영어
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,문학과 영상
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,미술과 매체
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,인간과 심리
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,인간과 철학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,수학과 문화
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,행성우주과학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,생태와 환경
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,교육의 이해
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,논리와 사고
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,미적분II
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,법과 사회
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,실용 통계
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,미술 창작
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,경제 수학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,심화 영어
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,제2외국어
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,삶과 종교
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,직무 영어
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,생명과학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,미적분I
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,영어II
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,여행지리
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,지구과학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,물리학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,세계사
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,영어I
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,교육학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,체육1
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,체육2
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,정보
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,대수
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,문학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,화학
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,기하
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,경제
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,미술
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,정치
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,진로,보건
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,음악
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,한문
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,일반,연극
45549c3c-b42c-4667-b977-8fbd5b874354,간동고등학교,강원특별자치도,화천군,융합,논술
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,진로,동아시아 역사 기행
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,진로,음악 연주와 창작
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,융합,수학과제 탐구
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,진로,지구시스템과학
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,확률과 통계
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,독서와 작문
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,사회와 문화
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,생태와 환경
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,진로,법과 사회
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,진로,미술 창작
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,기술·가정
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,미적분I
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,영어II
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,지구과학
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,세계사
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,영어I
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,정보
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,대수
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,문학
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,진로,경제
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,미술
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,진로,보건
352b50b0-22d6-4d58-bb7d-75bf69c8721f,갑천고등학교,강원특별자치도,횡성군,일반,음악
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,역사로 탐구하는 현대 세계
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,심화 영어 독해와 작문
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,기후변화와 환경생태
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,동아시아 역사 기행
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,과학의 역사와 문화
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,화학 반응의 세계
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,세계 문화와 영어
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,영어 독해와 작문
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,미술 감상과 비평
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,영어 발표와 토론
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,실생활 영어 회화
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,도시의 미래 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,음악 감상과 비평
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,음악 연주와 창작
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,세포와 물질대사
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,세계시민과 지리
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,주제 탐구 독서
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,현대사회와 윤리
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,금융과 경제생활
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,지식 재산 일반
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,영미 문학 읽기
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,언어생활과 한자
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,사회문제 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,물질과 에너지
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,역학과 에너지
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,매체 의사소통
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,융합과학 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,인공지능 수학
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,전자기와 양자
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,수학과제 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,지구시스템과학
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,생활과학 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,윤리문제 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,인문학과 윤리
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,한국지리 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,언어생활 탐구
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,확률과 통계
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,독서와 작문
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,사회와 문화
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,화법과 언어
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,생물의 유전
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,윤리와 사상
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,미디어 영어
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,문학과 영상
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,인간과 심리
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,행성우주과학
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,일반,생태와 환경
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,교육의 이해
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,미적분II
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,진로,법과 사회
03a581da-7b43-426a-a760-b317c99f8562,강릉고등학교,강원특별자치도,강릉시,융합,실용 통계
