major_id
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
309
458
10027
20
10030
10156
449
340
245
502
503
437
660
49
622
10041
613
10043
128
33
386
574
339
658
439
341
653
652
606
523
494
21016
190
21010
654
21023
505
10117
21027
250
149
532
568
21
558
148
541
322
246
10025
607
69
10154
70
50
432
456
351
493
318
646
240
10029
10021
376
10024
253
10
582
303
352
10045
423
10146
10144
333
226
21001
10026
550
377
21020
332
45
644
643
567
542
540
10035
393
375
220
143
10148
22
10143
639
630
228
214
27
492
181
243
533
117
373
10007
334
103
203
75
10141
394
21009
72
662
286
83
666
344
54
46
10157
247
304
221
208
10139
107
25
361
362
10008
566
360
172
23
10150
629
631
10149
634
10006
8
9
12
11
21002
16
17
18
21003
24
26
28
29
30
21004
34
35
37
38
39
41
44
48
51
10140
55
10142
56
10145
57
59
61
10147
10038
67
68
74
21005
77
78
79
82
85
21006
86
87
88
89
93
32
94
127
389
96
10049
102
104
106
108
111
114
13
118
120
121
122
123
124
126
471
132
134
135
10020
140
10116
144
10120
150
151
152
153
10118
155
10152
158
160
162
21007
21008
163
164
165
166
167
424
169
10031
174
175
176
177
178
179
183
184
186
10153
195
196
10012
354
199
21011
200
202
210
213
215
216
223
224
225
10040
227
10119
232
234
236
21012
239
257
241
242
252
10050
255
10051
260
261
263
10048
265
267
21013
272
10005
276
279
281
282
283
285
287
10015
288
290
21014
296
298
299
10033
21015
489
10019
10115
306
10039
307
308
310
311
450
313
314
317
21017
320
324
325
10017
326
10018
509
113
329
330
7
331
336
337
338
10009
345
10016
346
448
350
168
364
365
366
367
368
10046
369
10047
380
382
383
384
131
390
391
10032
392
21018
63
64
395
10022
396
398
399
10014
21019
402
404
405
407
408
413
414
418
10028
486
431
434
10023
436
440
442
443
445
451
452
453
454
457
460
459
461
580
463
464
465
469
470
479
484
488
490
491
495
496
498
499
500
504
10037
507
21021
508
510
511
598
514
516
